compound,t.stat_CJM_4Hours,p.val_CJM_4Hours,p.adj_CJM_4Hours,t.stat_CJM_8Hours,p.val_CJM_8Hours,p.adj_CJM_8Hours,t.stat_CJM_CERS1_4Hours,p.val_CJM_CERS1_4Hours,p.adj_CJM_CERS1_4Hours,t.stat_CJM_CERS1_8Hours,p.val_CJM_CERS1_8Hours,p.adj_CJM_CERS1_8Hours,t.stat_639V_4Hours,p.val_639V_4Hours,p.adj_639V_4Hours,t.stat_639V_8Hours,p.val_639V_8Hours,p.adj_639V_8Hours
QI1619,-0.296317959905529,0.7906369466718992,0.997297185065356,-2.4212302350974175,0.08971019097342862,0.750774783207282,-3.9353302931630774,0.029734316664973674,0.209946262297318,0.3264475324509394,0.7644472531661417,0.825920180178559,1.1943484970224005,0.3202771018253864,0.564726892447005,12.077015079363946,2.962339574742677e-4,0.008226617277736
QI6465,0.05049784767159026,0.9622398765358697,0.998582564299866,-1.3182805751310218,0.2884183789466385,0.887397907799511,-2.0396716411239297,0.11222679679151126,0.406514518373084,2.5856809982586633,0.06752330697788432,0.144814022799361,-12.248674242516051,2.5521118279869787e-4,0.0113724938734909,-2.612140105786418,0.11750276055476823,0.421567390903259
QI6270,-3.2322417380530735,0.053765160640977104,0.981120706416002,-2.46954065762745,0.1021030608632101,0.773560501260639,-2.421298211344113,0.12199032577897391,0.406514518373084,0.1387417026650378,0.8986835004669378,0.92687930529064,-4.372659934195903,0.01792606190824948,0.154110335011864,-4.7723227382368325,0.028254060707581567,0.160159590767146
QI6084,-4.6478534763048325,0.009705723912982835,0.516081234409232,-0.1814685432497053,0.8648288572500173,0.957862021021108,-4.2576131771384516,0.016376968763182276,0.143715043705551,-2.398886474849542,0.13475953294850243,0.227354851068137,0.7075485188579431,0.5505116297009386,0.762371163990198,-0.36876509383992107,0.7413581354662211,0.997414476529676
TF01,-3.2673794216479144,0.05851993955142876,0.997297185065356,-0.7279572259267185,0.5265911403159103,0.887397907799511,-5.424718318204624,0.00627045063779212,0.0773773608703548,-12.300392987463773,3.0654567711331016e-4,0.0189110160798686,3.0918101549534596,0.04211513224874514,0.261257135164103,-3.203902497962252,0.03951770692968098,0.203854729148578
TF02,1.0748269708624818,0.34317664610521914,0.997297185065356,0.17696080307262543,0.8729967741585408,0.959312551207219,1.244427624384051,0.2914588557451162,0.501343490351554,5.390110013539648,0.03216441293116218,0.106444927189749,-4.393731303210171,0.015804462498189096,0.143078548191845,1.7346958752971586,0.19742305416136527,0.572705358925248
QI1334,-0.05425288379334892,0.9593360371482034,0.998195359687854,-0.8519823043565983,0.4433079872375793,0.887397907799511,-4.60961498460929,0.025613022532717335,0.190048153316305,0.3679879897979448,0.7462667844719875,0.810705021334362,-1.5605702120918445,0.1965080599575727,0.428806465569814,-1.580693050010157,0.23303558665305069,0.629777102609205
QI5997,-0.7238461116353141,0.5191553980430309,0.997297185065356,-1.5390901537186168,0.22041805092760824,0.887397907799511,-2.0519636294714987,0.1492392508240346,0.406514518373084,2.3852732629151143,0.12446484240316148,0.216558026229015,-2.676011442768637,0.05924247338313048,0.31489985354943,-1.5728705264783063,0.20356508331832296,0.582725029727433
QI5826,-0.5381698444266907,0.6263992280081192,0.997297185065356,-6.780559910041503,0.003910242301963903,0.261367112533771,1.5565710219919915,0.1952922959698721,0.406514518373084,1.703140077347765,0.1890334620197852,0.286190524511268,7.2323288455967765,0.00896631457839112,0.0971875800449664,17.154595978633505,2.2329845247384873e-4,0.00731051790731731
TF03,1.6039076654584996,0.2089335270684031,0.997297185065356,-0.3612899307517937,0.7362152517296461,0.907233451240358,1.9767947466328977,0.14660642043016073,0.406514518373084,5.412321474394471,0.023288778484371175,0.106444927189749,1.9240762994004832,0.1688271983552512,0.395260641566687,4.8240607875789925,0.016495654884684935,0.110813775402059
QI6161,3.811995298265221,0.019019939149136005,0.686973921535911,4.685767072394838,0.011407200223707248,0.355286453165288,2.448111090194029,0.07236721828662454,0.363695149045749,-2.0835317187458022,0.11639480121770815,0.207338772146354,-4.194615335751421,0.016487431642777987,0.146653637139924,-6.327023633739677,0.013059242096400168,0.0937763481246426
QI1412,-0.6564203334326495,0.5572272494512318,0.997297185065356,-1.3110922287781321,0.26145520298835423,0.887397907799511,-5.240676856661301,0.01140633902475582,0.112394663942496,-1.6722439729040184,0.18655343672296262,0.283990342750974,-2.614992967784911,0.06453007808866795,0.331579600479952,-6.539746832401148,0.002830332022460211,0.0340872269551852
TF04,-2.5518416494393206,0.07431683392810613,0.997297185065356,1.1439717037776578,0.3346694084609898,0.887397907799511,4.01183337848798,0.017085591205861353,0.146588011195094,6.954086583207373,0.0037208409277028173,0.0655931100683611,-0.038959651576853646,0.9719702464229925,0.989934379498824,2.424065257361493,0.10981119736930106,0.405709633394364
QI2073,-0.6789707802171188,0.5344443148867315,0.997297185065356,-0.7790289737125947,0.4890537743071966,0.887397907799511,8.500063949716147,0.006239632153795563,0.0773727394798464,8.291720983924394,0.0012093847516505402,0.0377035271303865,8.342741365286292,0.002820142454057356,0.0471257554666543,11.868718903976973,0.00149115733770055,0.0220119435792952
QI2287,0.018058075623426775,0.9867931020513966,0.999882197012917,-0.7561459930462744,0.4989595159434713,0.887397907799511,-0.601061486742315,0.5874953086519407,0.748610739056992,-0.12061512058692841,0.9098152659661245,0.934634765409104,-1.9905085504442976,0.15143903495437852,0.371301709153568,-5.616590844462892,0.010092304829912637,0.0786069398873278
TF05,1.0971682440233204,0.3613172895006009,0.997297185065356,-3.5743429632746624,0.06302373160248695,0.672582069574544,0.3159643310014518,0.7679308765456097,0.871416152789324,9.274729560768044,9.823790171494134e-4,0.0332946818759633,11.244026354212401,0.0023690547124874963,0.0428943292299373,21.392785242745045,9.941119801397953e-4,0.016612025401461
QI1792,8.373091926420459,0.009829164388691773,0.516081234409232,8.005896182141461,0.001325564000187351,0.170749683270972,45.90015038609547,9.071243553364326e-5,0.00680004154593787,14.886210139040278,0.003279753354845975,0.0613015657436093,9.633211565752626,0.0042049977680658195,0.0610860313489015,9.359133697948703,0.010017096911621769,0.0781586909806597
QI5996,2.105274271872545,0.10305435332225356,0.997297185065356,2.8744417793380226,0.0738497891042128,0.707260227752133,5.3849920740687045,0.005963717184237769,0.0751700868360577,4.471818271232105,0.016060182126575763,0.106444927189749,6.340213500987035,0.0048587117726857365,0.0664941097405759,5.166937097937542,0.029885820773242873,0.166468172515404
QI5825,0.4126386975016946,0.7131338523422939,0.997297185065356,-1.3456124690724007,0.2564464492954926,0.887397907799511,0.5582196612139223,0.6307186392142458,0.780468097059158,1.8912427984201974,0.14007845099751953,0.233299264005628,-1.0740746082099626,0.3514211561724254,0.593104313058871,-1.8541377708548783,0.1600266108687533,0.508547324000899
QI5641,-0.6418811768747539,0.5657369318098129,0.997297185065356,-1.4155254987457353,0.27792717860888716,0.887397907799511,-0.9385746092827724,0.4326024202163418,0.627121588345919,1.5881789815362395,0.18745718724621369,0.284717685836372,-2.5225829641036057,0.06524704113317915,0.334345213219861,-3.1118996641497887,0.04981529599362109,0.235365952176929
QI1571,3.052543969589995,0.040916468295956694,0.889406482931893,5.069053358837952,0.009007638723728546,0.328979200608432,-1.585072555042539,0.18884779904683668,0.406514518373084,0.22031378795545664,0.8366823407957459,0.880250400776847,10.693353658487469,0.004734986489594299,0.065761247733069,3.6632806213391262,0.04764994627514459,0.228725445286017
QI1786,6.567752680326153,0.015487270761905049,0.620320383364164,6.4760351484023,0.021838399475423678,0.443577729922285,9.86734337892624,0.0020637426262824655,0.0386758869285319,13.552086826448852,6.306456059995083e-4,0.0268595023893901,12.003413142092732,0.0016637758496819688,0.0339571147335854,6.7200850448961855,0.004643302474108616,0.0467301494916251
QI6061,1.5064125473121825,0.2193031003417932,0.997297185065356,0.6779460102525289,0.5379374523371467,0.887397907799511,6.386638656636885,0.0056315747356159036,0.0719281225388139,9.724322190215803,0.0044298682850419276,0.0704761462242414,10.87036714682492,7.544704519887888e-4,0.0206539504962528,8.362655669303154,0.010255051957594952,0.0793208985071062
QI2121,-0.22179950203323417,0.8370698699638168,0.997297185065356,-1.4106911577855605,0.232149447245239,0.887397907799511,-0.4779701282671132,0.6672823257248135,0.80327027978103,-0.017575102714929423,0.9868690523053116,0.990450033601214,-7.987434466553167,0.006994709228850385,0.0826934309182597,-7.822168005615074,0.00144210628872232,0.0214603609310607
QI1929,-1.86910464966773,0.13508455232945352,0.997297185065356,-1.3376484380864213,0.2630360358755501,0.887397907799511,-4.557490771689228,0.03319837337466853,0.226817847392007,-9.924793756495177,0.0018170047764626775,0.0451159499290253,-5.829731178479209,0.019430995836784672,0.160578034900807,-13.563501027020457,3.2263158172828087e-4,0.00868398629880047
QI5909,-1.0812612782967939,0.3896815659177816,0.997297185065356,-1.106633133337856,0.33084221891022736,0.887397907799511,-4.517755828145691,0.01978387386957659,0.162442512887761,-10.548536198929847,0.005066712150222604,0.0755392159050846,0.5500015849499326,0.6153445754423943,0.809924325504339,0.9546320953947603,0.40265816427973766,0.820767760022306
QI5831,-0.5126966514979979,0.6535319918429272,0.997297185065356,-3.5758973387538746,0.0491130247229144,0.622331076307261,-1.7425053127886168,0.1602198805076303,0.406514518373084,-1.0528209981280479,0.36864464651187845,0.469796426703492,-4.318034824990526,0.024692040843768897,0.190071842234041,-4.3898450089537375,0.03511194333347846,0.186883143648196
QI2174,-0.7780167826857612,0.5069692626573055,0.997297185065356,-4.8649511106449586,0.018933213328466123,0.418830127116785,-1.9664911679038026,0.14248214673768883,0.406514518373084,0.26359680429053384,0.8062035439561794,0.856384402870152,-4.862171809414572,0.03432098890842035,0.231529564368747,-1.1400912235860867,0.36006435440033424,0.778247422970919
QI5598,-0.5396756677033334,0.6416796073102609,0.997297185065356,-2.6917127467885003,0.05556870546868441,0.648007583967134,-1.3814022284012475,0.2926297122887502,0.502393604937514,-0.40548768746499725,0.7093918391561698,0.781490446624315,-1.231085455069169,0.33994017378362634,0.58181554954329,-10.983726645158683,0.0013416869844699187,0.0204206286573685
QI1859,7.38950403183815,0.006998331832912581,0.449802585926523,7.678518728484329,0.0015975367889467127,0.173550407109985,-0.3977742711589852,0.7207796765423068,0.837516121330703,1.005081439853713,0.3722781666795749,0.473298965753189,-1.7282619715364556,0.18498344934893218,0.416532269761597,-9.990876386694126,0.004225097252299616,0.0440315134086509
QI2006,3.6697584059211774,0.02163427238378352,0.714109048519867,3.3126899155306915,0.03308777383587267,0.521483096055945,-1.2181456209692902,0.2921271933341314,0.501960629334419,-3.8697876787805323,0.02444951345784856,0.106444927189749,-1.6599784550119208,0.1902105482567277,0.421103767008072,0.7710326938637945,0.49245102463860013,0.888812717875651
QI2175,-0.5491550194171121,0.6336585606421459,0.997297185065356,-5.199486661120058,0.006587633498223405,0.303674760283046,-2.608814306353085,0.06730226658412496,0.347829562030455,-0.6016771358088356,0.5821571116469548,0.669555806211675,-6.570554952927108,0.0051534205883586315,0.0687780142083604,-1.2572027423737233,0.30861376815377717,0.724314296475364
QI5592,-0.5889020599976851,0.5892762412893049,0.997297185065356,-5.279518996853434,0.007165589057552534,0.31107073761005,-3.129338743244906,0.059706874975909985,0.327571028852103,-0.07581394139994141,0.9436083768300416,0.960614645329834,3.428176405875741,0.06415597701024556,0.330292099871104,15.827723075540968,9.887950633854995e-5,0.00452331784865416
QI2272,0.23053364415035366,0.837336598435497,0.997297185065356,-1.0899904902084576,0.3404680622973336,0.887397907799511,-1.3803610441625693,0.24610160156755748,0.456517332602539,0.3063750723522484,0.7750133059532973,0.833518601106382,-0.2832795334289892,0.7981992635528354,0.915668806200986,1.2495413350039684,0.3224336208192618,0.740830728327499
QI5526,0.1480760647647364,0.892873970488192,0.997297185065356,-4.5701790794578745,0.01708437114459388,0.415253760456932,-4.120548711877477,0.02470149306911882,0.186388218163125,-2.980046625973673,0.04875969873693384,0.11931102610401,-3.032907876304441,0.048286850880158244,0.281884156411753,-0.1160758324055137,0.9180937660260476,0.997414476529676
QI1964,1.0590715287480181,0.3541397784344547,0.997297185065356,4.240878328059766,0.028965430699184065,0.493559925947774,1.332794994301916,0.314120214347321,0.521216019710356,0.032450914137263476,0.9757474811683091,0.982484376908236,0.5683770435643026,0.6052735336005817,0.802760596433663,2.822481685981045,0.048350460580270635,0.230707343435069
TF06,-0.8861918089650501,0.43183678012627885,0.997297185065356,2.2403904859700776,0.11124937895684694,0.792475520824491,-2.3040982051191814,0.14571934522751057,0.406514518373084,-6.7242558654165485,0.00598630574198843,0.0812537121058443,-1.6811780070601134,0.19376680041326286,0.42545948702841,-3.0581813884234172,0.09214753375065042,0.360482528499225
QI2312,0.8726148169062364,0.43692185536741496,0.997297185065356,0.6277836700803964,0.5746786751616366,0.887397907799511,-2.4675135873153833,0.07858167760549006,0.378788242832714,-3.5570652291277107,0.030914433700312827,0.106444927189749,-2.9830811847815317,0.040751456708948114,0.256165700832659,-0.10046399671633503,0.9255514902077657,0.997414476529676
QI5765,1.1783587510400204,0.32889296341760454,0.997297185065356,0.0685167886076869,0.9513231300871264,0.98691728094623,-4.394450752311218,0.04316036310283689,0.266738486507168,-2.850998546127935,0.0954568536118192,0.180282416487027,-5.645125770561234,0.00540949160168194,0.070666990451288,-4.1846511390201595,0.039360546768723303,0.203291014573039
QI1740,-1.749365754581564,0.22194192984018862,0.997297185065356,-2.9974210803256454,0.04496844656581744,0.607186885866275,-1.3124235665554593,0.31958476156401416,0.525931344379351,3.3942554960213345,0.044916380479543314,0.114611877473,2.112691965448918,0.10303435693400388,0.334940658874751,2.761282524370547,0.0886522043661822,0.351203585231679
QI1505,0.137987920526861,0.8970547001373226,0.997297185065356,-1.0945623392260475,0.33519610142202844,0.887397907799511,-2.644947761886477,0.07271363143740218,0.364536859043799,3.948908087394225,0.025504139066233774,0.106444927189749,0.33655057270379035,0.7534588967610293,0.892451967788155,1.9302073122081813,0.18056490096068398,0.544887535969017
QI1830,1.5143198220532825,0.20602838860165018,0.997297185065356,-0.6856953210691963,0.5545287360251443,0.887397907799511,0.9568693246149423,0.39841838165282545,0.596994926067124,5.612385824515799,0.005735030582342142,0.0798020121218425,7.826652688802615,0.0014852035812165042,0.0315153913358137,14.816121782031422,2.7076468375294977e-4,0.00796789023791357
QI1777,1.513513984521416,0.26352050831151075,0.997297185065356,-1.4018794963868546,0.2502988344425856,0.887397907799511,-3.6962956230724036,0.022036709328976334,0.174483670713177,1.0666635271477738,0.36262547332113176,0.464725386870368,-0.6546158767266497,0.5632810889248648,0.772453002952016,-0.053668995562304374,0.960441351732207,0.997414476529676
QI6160,-0.04989309064799953,0.9641879555972648,0.998582564299866,-0.18499512930735867,0.8638640105953499,0.957580601020633,-3.9730703645184273,0.02571351471252258,0.190267336052327,-4.033552117060728,0.05433347311489914,0.12665178374153,-2.1246787412536676,0.11002119231468711,0.334940658874751,-3.658946456242835,0.06523254357624603,0.285450208415204
QI6090,-2.4492029397326553,0.07062537215632056,0.997297185065356,0.20836631224215657,0.8454377214416203,0.951050988988127,-0.17197129829669527,0.8718165341406728,0.929509568924104,3.014923187181277,0.0476394736754326,0.117646618950322,4.204423888151529,0.013656969555353612,0.129836076563814,6.645131167944334,0.015553921907064281,0.106196180261427
QI2082,-0.7232642843487704,0.5099465686532503,0.997297185065356,-1.87573774376707,0.18391602041889843,0.887397907799511,-1.5027251142405131,0.27086488929374397,0.479320252851718,3.611913317988947,0.024697118709180916,0.106444927189749,2.1181518657980765,0.10190774207398373,0.334940658874751,8.112289280405125,0.001795148921141916,0.024825671545654
QI2288,0.5545084555732366,0.611592796692475,0.997297185065356,-0.18602383659900731,0.8624168996990065,0.957139362885165,1.2616946573474217,0.27563957297144,0.484142814250236,0.8306872583842911,0.45295817090998186,0.551484136136759,-0.5023127386425046,0.648677565499987,0.830749335534379,0.19636763433944238,0.8622369199128251,0.997414476529676
QI5959,0.397509718140158,0.71577787403381,0.997297185065356,-2.075308751558417,0.12516043335774768,0.824395205025824,-3.057303042657613,0.04710172734432803,0.282363942472986,-1.62933449863187,0.17888275592191996,0.275820566176417,-0.2493882071754761,0.8156091014791114,0.923678075743376,-3.97240453217241,0.05723044115102254,0.259684097865742
QI6247,1.562239555446793,0.19336809458529047,0.997297185065356,1.829095844650052,0.18197303358795672,0.887397907799511,-1.3489635593977078,0.25605453741532275,0.464768826568976,2.94077636317645,0.0872140303520713,0.168950028702913,-1.2829284766741336,0.29743749818128357,0.542610953614311,-3.9560290973308807,0.02697332945032059,0.154848749849531
QI1943,-0.07942406504825783,0.9406270332590139,0.997297185065356,1.3740386244078497,0.27662729774654954,0.887397907799511,-1.4146435104608663,0.2479624573760556,0.458615204367681,0.6268759109093652,0.5679266738905142,0.655822034448001,-11.174025885816587,0.0017424892723321352,0.035116850385367,-27.125139236406415,1.1093557642974773e-5,0.00127116322649001
QI2091,-1.125241780901938,0.3619249827897587,0.997297185065356,-1.1881312163627262,0.3364190863115485,0.887397907799511,-1.7286781530300894,0.18211780715921566,0.406514518373084,0.8083761383000787,0.47833959717708524,0.575312926819223,-6.639397419326044,0.004895840544269491,0.0666715399076156,-3.6786474981274666,0.049641376609128665,0.234910608720838
QI1953,-0.14705649768094928,0.893637399776135,0.997297185065356,-0.7643639396634835,0.4872561723401729,0.887397907799511,6.79417497668981,0.003535861056338046,0.0532103968722091,9.811141469870005,0.005263158778309452,0.0764778923203263,10.053404353622332,5.576093466292347e-4,0.0172844616928948,7.006343599440355,0.011946397118608678,0.08831525464365
QI2065,0.04567260631684052,0.9664058616715778,0.998652591660361,-0.009066266139928834,0.9933419248566817,0.998025560244991,0.8208084200176123,0.4815631394089873,0.665509638387231,0.8470642491078506,0.4610429321254767,0.558875951007905,0.038571561303165657,0.9711184219780786,0.989934379498824,-2.3991851363464582,0.1370763735370153,0.465097120194755
QI2008,0.8020125345929225,0.4820485580589324,0.997297185065356,-2.5416286217358013,0.09287895120754365,0.752507139025967,1.5126098083481467,0.20515436265914394,0.411900661549185,4.816008885798079,0.017680198849850715,0.106444927189749,3.713095697563255,0.03140522157377376,0.219438499309022,9.225101981283496,0.0010729004553349081,0.0174913303907343
QI2176,-0.7539035998236461,0.5009164740992762,0.997297185065356,-4.058045157667129,0.017785124512468397,0.418830127116785,-0.06146371928803264,0.9542492145487181,0.97567234655139,1.1482706104140614,0.32393012590642295,0.425383683676395,-0.5001707833394744,0.6544725690810995,0.83431730397322,1.8989065964915814,0.17015523093536802,0.524101325618763
QI5989,-0.5043076907116414,0.6545977690701521,0.997297185065356,-0.7699671436025393,0.5098192497886046,0.887397907799511,-3.973338043450278,0.049985543796280216,0.29286635996345,-1.3248375625119788,0.2624810898786555,0.362680589477467,-6.7724629541710675,0.003636484769059421,0.0559851138821989,-9.019031433322663,0.007286858820753733,0.0635303202187671
QI5913,-0.3255885388052284,0.7651741943871233,0.997297185065356,-4.993761652435937,0.027912739389401628,0.487423642039703,-4.915308066201168,0.00838748072895152,0.0938298227711578,-0.9405675171015102,0.4239846524873413,0.523599830269587,-0.41482564425905727,0.716499853447077,0.872478048162335,-2.79825200554228,0.059564594876367616,0.26825806597605
QI2263,-0.006971519827911591,0.9949196666945348,0.999896281861161,-1.854767937098173,0.20249632236695525,0.887397907799511,0.7642589036221523,0.5184287011110897,0.69397807269894,1.7415415418508517,0.2016204937860107,0.29931482151723,5.56531024692459,0.006416314511975629,0.0779776646978129,3.8958824642516876,0.051689172915029384,0.241519169966539
QI2467,0.1726214602781858,0.8748883422710807,0.997297185065356,-3.7175877979758036,0.023375866404897163,0.451360405170022,-3.6050290719326044,0.02409794191591158,0.18391017327072,-1.950009028098108,0.18886920301178514,0.286100090537856,-2.2230136610907167,0.09105463500699887,0.334940658874751,0.7186149565870172,0.5440395718976091,0.921398100969325
