compound,cjm_dmso_4hr_01,cjm_dmso_4hr_02,cjm_dmso_4hr_03,cjm_dmso_8hr_01,cjm_dmso_8hr_02,cjm_dmso_8hr_03,cjm_dmso_24hr_01,cjm_dmso_24hr_02,cjm_dmso_24hr_03,cjm_brd_4hr_01,cjm_brd_4hr_02,cjm_brd_4hr_03,cjm_brd_8hr_01,cjm_brd_8hr_02,cjm_brd_8hr_03,cjm_brd_24hr_01,cjm_brd_24hr_02,cjm_brd_24hr_03,639_dmso_4hr_01,639_dmso_4hr_02,639_dmso_4hr_03,639_dmso_8hr_01,639_dmso_8hr_02,639_dmso_8hr_03,639_dmso_24hr_01,639_dmso_24hr_02,639_dmso_24hr_03,639_brd_4hr_01,639_brd_4hr_02,639_brd_4hr_03,639_brd_8hr_01,639_brd_8hr_02,639_brd_8hr_03,639_brd_24hr_01,639_brd_24hr_02,639_brd_24hr_03,blank_01,blank_02,blank_03
LPC(23:0)[M+H]+,192472.6,147181.7,66283.3,88216.6,35473.69,43424.44,40129.84,27964.99,33536.17,259614.6,171112.4,36318.3,87554.04,30599.68,39283.75,39332.36,31628.94,43791.99,191802.5,162535.4,152429.8,144488.9,95434.98,147892.5,105853.6,89766.01,151181.3,155947.3,108470.9,127915.8,140064.6,109445.6,162514.4,119513.2,106550.9,142685.2,16005.66,2190.215,0
LPC(17:0)[M+Na]+,51954.09,57906.89,67885.63,32238.09,35105.08,38352.77,20049.02,21991.29,22132.64,201835.5,54029.14,42675.91,41703.77,53393.97,42114.57,23346.13,26002.42,25710.02,37181.5,40377.29,40554.98,36793.68,43289.38,37801.04,17533.04,20964.81,25056.19,52277.83,84622.46,64058.56,69533.34,88971.73,102056.2,54252.45,84767.99,76492.61,1050.463,848.6635,0
LPC(20:5)[M+Na]+,60497.57,47004.88,50325.47,22351.78,44006,26353.4,15131.32,14416.49,7864.368,80387.21,48959.47,30214.3,27848.53,38549.71,56538.33,7412.145,12628.7,8891.05,44317.98,78622.41,81854.62,14326.35,51429.92,92017.84,26892.27,12009.4,57620.95,175419.4,203905.5,186638.7,216581.4,266986.8,273316,448949.9,595387.4,604278.6,0,0,0
LPC(21:0)[M+H]+,59146.64,39402.63,57095.58,37167.66,31114.7,40249.5,36225.89,21288.84,30506.01,49726.45,33917.14,49229.13,38776.71,34125.21,49335.28,37281.17,30081.56,41723.89,29594.39,26487.46,46954.14,27410.33,21637.26,32830.55,13031.31,15787.63,35050.78,32618.01,50321.45,38351.86,57710.56,45533.81,42297.3,58383.93,79207.84,62430.93,12728.38,4240.509,0
LPC(24:2)[M+H]+,36695.86,32080.87,31450.78,19252.78,33830.72,33513.35,31770.49,28125.01,28100.34,41224.5,22411.68,27445.67,40151.64,25320.71,55571.99,28552.75,37465.51,34372.8,45935,43260.52,83780.91,37788.22,40207.24,69293.05,70006.19,66773.07,192093.8,348050.3,431311.2,368284.1,650899.4,474458.6,863498.7,1011093,1503044,1195947,5732.871,1167.625,5080.589
LPC(22:0)[M+H]+,288200.6,258744.1,242727.4,221160.4,223775,250595,235525.9,176048.8,278214.6,301196.8,215112.1,262250,248684.2,220784.2,270948.6,297127.2,193138,316000.5,168258.9,130711.9,210502.5,158805.9,113397.2,146162.3,102436.1,96285.38,175072.6,261243.7,300054.2,272480.1,311879.8,273752.2,376118,460486.6,539369.1,528503.1,10500.17,0,0
LPC(m16:0)[M+H]+,30175.29,43000.13,50399.47,16210.61,38532.19,32709.09,17322.71,19197.29,15972.68,53674.92,57630.91,33817.04,21937.28,39750.64,39933.86,13631.18,26256.67,19823.35,22304.73,43789.45,33185.73,28248.04,35661.52,26722.12,20918.54,18085.36,24338.29,25726.11,66744.54,42661.41,24370.34,51603.81,60282.11,45756.59,49576.55,48711.41,0,0,0
LPC(16:1)[M+Na]+,234418.2,129480.6,181076.9,64401.88,168459.8,108855.2,100873.5,80424.72,73598.12,187481.4,158201.6,92707.12,120426.8,135057.8,230806.9,32545.44,105606.9,101545.4,55608.79,121600.6,139152.7,55232.89,102291.9,159180.9,112878,90164.16,233164.6,280100.3,355475,331333.1,267158,497587.2,503063.9,943989.4,1346384,1106546,0,0,0
LPC(22:5)[M+Na]+,110284.4,91486.9,107439,27011.34,80703.88,45724.82,26772.13,19670.8,16014.16,173861.7,95893.77,53436.17,66096.46,64040.56,85430.58,8101.902,24797.44,23722.38,56540.58,121190.4,94160.8,28238.3,63130.39,107690.4,48484.21,29041.82,94337.66,144821.1,233752.8,223028.3,146734.1,301325.2,253520.7,328818.2,555640.7,614645.9,0,0,0
LPC(18:2)[M+Na]+,108307.8,74136.12,105612.7,38370.89,94860.6,66411.1,37518.2,39117.12,28757.7,321318.8,71641.62,52946.09,69377.45,63272.84,117275.5,15371.5,37873.96,30056.48,47609.66,102522.2,91020.07,41968.61,58955.44,122342.7,64825.09,32348.06,118416.3,198658.2,303100.2,270736.1,200650.3,403328.4,391038.6,417330.8,715781.9,717632.7,0,0,0
LPC(16:0)[2M+H]+,5984.189,7759.051,3919.044,3025.53,2377.561,2006.117,1174.755,0,5122.815,30487.1,10222.65,0,12205.88,8485.837,12188.68,1380.464,1793.225,11394.09,5062.772,4336.827,40366.77,1487.841,0,26870.76,0,3000.487,5738.032,57454.57,106127.3,94882.52,158544.9,172669.6,286715.4,273946.9,388474.3,401231.2,0,0,0
LPC(17:2)[M+H]+,17360.32,17552.66,33764.26,10079.31,19417.92,15962.91,10101.05,10399.64,8715.753,9440.512,22062.74,14603.84,10895.15,22234.73,17817.96,3853.039,14270.55,10778.23,14577.38,31842.77,24828.88,9474.895,19412.02,28573.82,18687.99,13583.15,35108.3,39673.14,62044.12,48487.64,51263.17,88236.46,85936.54,96700.18,130195.9,122521.8,1361.046,0,0
LPC(24:6)[M+H]+,14505.35,19310.74,33069.86,6316.711,21355.08,14496.33,14341.68,8546.777,8310.059,18101.25,15213.84,11381.71,12270.91,17498.47,21870.29,2914.123,12766.97,4527.854,11371.9,32445.05,16038.77,10949.53,18328.42,25711.25,12839.01,11691.69,27567.4,24217.7,42172.89,39156.63,28720.91,99951.44,67328.57,129045.8,280095.8,294976,1213.879,1105.041,765.0977
LPC(20:4)[M+Na]+,127510.5,108331.4,131676.5,37041.01,82555.72,62781.57,26196.12,25721.58,17145.02,338053.6,112622.9,56181.44,60800.59,71065.12,103195.4,10083.77,22521.47,14278.03,69217.59,155513.6,138196.7,65666.26,92982.48,172134.4,55607,35265.21,102958.7,238897.1,358848.8,296058.9,232862.5,401487.2,373696.1,449636.3,717889.3,721333.2,0,0,0
LPC(19:0)[M+Na]+,31473.92,27578.8,33487.02,18973.16,16111.28,18386.48,15361.74,19380.15,7664.176,89466.77,31989.04,32734.78,29107.29,19091.45,24089.46,18029.06,16068.74,12820.28,24730.77,18897.28,27514.31,16822.9,13838.12,9356.161,3606.232,2844.113,9261.99,30633.29,43676.73,30796.01,39988.35,20848.32,41499.67,36225.38,34218.3,35010.7,0,0,0
LPC(24:1)[M+H]+,498549.6,467715.1,542938.8,323005.1,349468.3,418838.6,412994.4,282186.6,440402.4,598681.9,363814.9,415598.2,436717.7,369259.4,454428.2,438640.7,298318.1,526052.8,150020.7,114353.3,182762.6,153581.6,105358.7,124579.2,156928.2,177565.9,272002.5,527320,496543,616648.7,1178872,952028.6,1400862,2142897,1907620,2260135,0,1232.331,0
LPC(22:6)[M+Na]+,122919.1,84658.65,138983.5,32735.41,83152.85,50827.17,30746.38,24551.37,20822.38,151960.5,99984.1,64285.92,53730.44,64644.56,84319.23,11096.19,26858.91,23202.24,65851.68,132786.6,110632.9,41811.6,79561.09,116016.4,49874.07,32133.65,105322.3,158632.5,270911.8,222198.3,168502.5,290339.8,250051.8,413020.9,511318.3,472429.6,0,0,0
LPC(26:0)[M+H]+,1834574,1527474,1362124,1460537,1791057,1818968,1971413,1007726,2146758,1810021,1297999,1733529,1957641,1457684,1896301,2241390,1443489,2508499,1189824,913351.7,1259275,1154221,721916.2,1164560,784355.2,808705.8,1411485,1270474,740437.2,1181770,1497244,1008256,1511961,1213904,1077537,1237249,60168.27,12466.88,11153.98
LPC(24:0)[M+H]+,910316,866827.7,899648.9,645374.4,657887.9,788800,1019385,652833.9,1089260,1020379,705229,945208,840981.7,684941.4,878710.6,1202783,653149.7,1219266,190782.3,173314,252922.7,200533.1,139938.1,178712.4,160948.5,140167.9,248516,304590.8,203177,298015.5,485101.9,364780.5,520388.8,950249,919319.6,975928.2,39708.43,1673.974,1252.281
LPC(22:1)[M+H]+,366500,259062,378469.6,210036.9,217368.5,282191.8,270262.5,249442.9,262255.2,411281,224190.8,275337.2,292668,223666.3,363676.1,270792,288110.8,362515,169828.2,146860.2,265420.3,152111.7,171399.8,177250,145427.3,158763.6,281487,751970.6,726071.2,926589.9,1451744,1258747,1873465,2198948,1620816,1731132,4590.124,0,0
LPC(22:0)[M+Na]+,14067.83,14745.97,5035.496,7586.816,7161.566,5110.473,11845.5,5598.729,9990.161,16548.16,11501.94,8847.36,6156.749,6455.9,12713.95,12856.86,9777.382,12084.52,3534.713,1886.554,4597.181,3538.587,0,4914.58,1219.43,0,2970.874,7467.363,12338.04,5761.331,17851.35,5807.451,15869.77,26440.07,21808.24,21661.13,4941.36,0,0
LPC(20:5)[M+H]+,1576098,2057590,2962522,915987.4,2061614,1468867,626184.5,613803.9,407288.1,4440324,2483965,1481204,1048570,1846394,2215079,309746.7,660315,424748,1816041,4180372,3007288,1161619,2219182,3318492,1455017,859389.2,2560630,7452804,9149355,7422242,9249063,1.21E+07,1.18E+07,1.96E+07,2.10E+07,2.40E+07,0,0,0
LPC(16:1)[M+H]+,6615830,5251966,7790382,2386852,6309982,5016182,3719264,3528419,3515018,4772864,7089322,4554588,4461394,6053664,8402893,1482400,5106416,3690757,2289048,6561602,5109690,3142041,4210078,5421384,4901394,3814640,9966085,1.08E+07,1.47E+07,1.22E+07,9499972,1.94E+07,2.14E+07,4.03E+07,4.37E+07,4.32E+07,9613.89,16800.34,13786.86
LPC(20:0)[M+H]+,1007811,989280.7,1457492,723203.2,746817.8,907352.2,854705.7,662873.6,828322.7,1271311,733424.2,1080073,858097,680286.6,1030251,917908.3,826828.5,1076278,928568.1,669435.4,1089914,718103.3,819657.8,760320.3,438635.8,484627.2,745726.1,1203400,1410005,1388427,1503577,1159891,1935244,2106299,2345314,1882933,7295.449,0,0
LPC(12:0)[M+H]+,305921.5,381517.4,533693.1,271446.1,373811.3,350123.2,122386.8,148725,171491.6,70173.84,450257.7,334775.5,374935.9,391903.9,388201.2,92494.41,202997.1,142486.9,598100.5,722979.8,493471.2,376498.8,572047.1,539234.1,350873.8,399169.3,717280.2,930834.9,1057862,835883,1032656,1187373,1123030,1545929,1395387,1552174,0,812.0419,0
LPC(17:0)[M+H]+,1317538,2074254,2284262,721104.5,1241705,1124832,587410.2,675917.8,655300.1,1577371,1828554,1560777,1068716,1645650,1406972,649364.9,856501.6,726259.2,1022928,1563961,1315532,750949.5,1249042,992363.1,571628.8,646364.4,814171,1641695,2755552,1926128,2005729,3251406,3157504,1897878,2800434,3395779,3115.229,0,997.9151
LPC(18:1)[2M+H]+,12589.55,4277.687,0,0,4225.944,2993.679,2271.913,0,0,1911.802,0,0,15882.56,2288.574,19642.58,0,0,2296.707,1185.474,9160.568,33303.17,0,0,43811.19,1838.355,0,77988.69,273631.8,350098.8,384561.8,297573.3,327412.1,367199.5,680484.2,1606687,1104875,0,0,0
LPC(16:0)[M+H]+,3.46E+07,5.03E+07,5.63E+07,2.05E+07,4.02E+07,3.47E+07,2.16E+07,7784138,2.59E+07,4.12E+07,4.44E+07,3.76E+07,2.90E+07,2.63E+07,4.18E+07,1.95E+07,1.10E+07,2.84E+07,2.52E+07,2967840,2.68E+07,1.33E+07,2132686,1.13E+07,3.40E+07,3.72E+07,5.25E+07,5.10E+07,1.01E+08,1989993,6.39E+07,2.71E+07,1.54E+08,1.02E+08,1.42E+08,1.65E+08,45385.31,51313.74,29125.8
LPC(16:0)[M+Na]+,1597062,1459298,1652009,700650.2,1090484,996325.8,772082.6,651938.8,826855.9,1799115,1321912,1172835,1058832,1189855,1379081,618286,974500.7,918398,954759.8,1250428,1332318,651562.5,1192405,1193192,984358.4,1038931,1674047,1980932,4468913,3383299,3032168,5856164,7715676,4779942,8454172,8921892,1260.43,793.9955,842.3884
LPC(20:1)[M+H]+,1928552,1556859,2458354,962199.2,1847434,1498616,1336574,1421466,1551525,1836296,1964640,1687936,1549684,1911631,2140450,1297676,1942246,1700619,1156664,1361298,1736012,838903.6,1460367,1423842,1279637,1781875,2691857,3623862,5274174,3865423,5016300,6762038,7563722,5226328,9503968,1.03E+07,1416.901,0,0
LPC(18:1)[2M+Na]+,3801.527,3552.429,0,0,0,0,0,1031.195,0,0,0,0,2633.872,3376.588,18763.45,0,1027.919,0,0,0,10444.31,0,1981.066,13220.57,0,0,117644.7,135384.3,346832.5,198597.4,224406.8,298288.2,570612.2,519252.9,1334368,1081078,0,737.0706,912.6061
LPE(16:0)[M+H]+,1077868,1069814,1252314,605807.3,1086684,921047.2,850086,917033,880027.1,1222481,1007717,884692.8,1049090,975240.8,1099273,734913.8,1090203,1103500,712447.4,1027497,1422838,488532,1003949,1279237,1605590,1420198,2564163,1834320,3017801,2838208,2717375,4863981,4459614,4573234,5654318,6559406,54011.59,3058.016,2664.986
LPE(24:0)[M+H]+,502027.3,377020.1,366175.6,310310.3,341663.2,388544.6,552465.2,322214,531193.7,457051.8,309655.6,389122.8,421242.6,339938.6,414432.4,644968.5,459510,606745,75036.8,64509.59,110149.4,91392.99,44951.89,79574,112743.6,90028.48,158063.1,168450.4,127024.6,147598.2,259644.2,198723.3,260517.1,405883.8,303399.4,448896.3,0,3468.039,2819.917
LPE(18:2)[M+H]+,192958.7,126003.6,463166.6,61313.02,174861.5,107246.2,115068.9,164112.8,139323.4,1845131,151683.1,297677.2,157684.3,157024.8,234839.1,32444.85,105388.3,83449.34,100910.8,376497.8,246105.6,319809.2,142005.9,287390.7,246896.6,160314.1,467980.1,444288,782721.7,686867.6,667637.1,1132342,1469606,984131,1326476,1348037,1057.602,1103.791,698.3433
LPE(20:2)[M+H]+,12847.92,8418.404,84706.25,5603.408,12896.8,5633.197,9144.132,18126.18,43849.64,92330.69,5074.197,43079.03,10536.01,6899.753,11957.73,1821.044,2704.639,6893.425,46442.52,180730.3,139278,93532.31,84137.3,177523.6,113590.9,82386.89,236714.5,324304.3,516208.7,429137.7,443470.8,533343.8,748315.5,241848.3,358815.3,377502.8,0,0,0
LPE(16:1)[M+H]+,350348.8,217865.1,259512.9,114379,276634.9,185102.5,173528.8,133384,129088,1015172,272380.3,158145.6,227888.1,260294.2,384400.4,62618.09,208429.5,149271.6,82692.54,223274.2,266481.4,153334.5,183488.7,316016.2,229213,160469.2,465093.8,428346.8,716973.6,664195.3,557504.1,908883.7,1216523,1153794,1318710,1340385,3704.711,5435.111,4871.994
LPE(20:4)[M+H]+,1384019,926020.8,1053857,623826.1,1184567,745030,668142.1,434317.8,367177.2,0,1294350,603547.4,957881.2,1042063,1405423,189560.1,798848,446560.9,448487.4,1173527,1350167,0,852196.8,1656743,1408529,882416.6,2454098,2722541,5081400,4781806,5271470,8978919,1.22E+07,8357952,1.07E+07,1.26E+07,0,0,0
LPE(18:0)[M+H]+,4899288,3411098,4693166,2623111,4105098,3446261,4149507,3994936,3983529,3808968,4159334,3702008,4531876,3735002,5017892,4199330,5363314,5000934,2813490,2768288,4640974,2273079,3322856,4515592,3492549,4759786,8600762,8013164,1.06E+07,9233313,1.32E+07,1.58E+07,1.63E+07,1.43E+07,2.19E+07,2.36E+07,1921.147,1660.673,1431.895
LPE(16:0)[M+Na]+,118278.6,87010.69,102066.1,69299.58,89936.41,88317.29,85057.04,81383.33,99366.94,121926.3,93224.44,78407.38,91251.51,79694.84,117072.6,72093.09,101476.2,117401.6,69972.22,89946.59,140406.9,46311.35,98648.12,153734.5,158655.1,142517,204324.2,187574.3,281900.5,269052.1,266811.9,378426.8,402390.5,326021.1,490039.8,496891.7,0,0,0
LPE(18:1)[M+Na]+,422574.6,227609.5,221469.9,133205.4,265555.2,162123.2,216855.4,133700.3,139412.2,818446.2,219191.2,151138.5,315185.7,249011.1,387258.2,107070.2,213482,185538.6,183574.5,284726.1,453259.8,81359.09,263884.8,530556.8,432879.6,322811.3,768081.7,956000.7,1366857,1198888,1220720,1524903,1963471,1072055,1731738,1702194,0,742.0108,0
LPS(18:1)[M+H]+,348420.5,133880.9,141043.8,68944.22,219798.1,110292,101987.1,44618.64,48342.75,33775.86,143389.9,66798.09,273483.2,163651.3,355824.9,18721.44,83349.32,60544.03,62983.6,151085.2,197170.5,49054.94,101690.2,311931,192830,114559.8,491355.8,398450.2,561231.5,517568.6,396238.6,759789.8,715040.7,656813.6,1066059,978051.5,0,0,0
LPS(18:0)[M+H]+,926954.8,666569.8,729623.5,417390.9,780003.6,528731.6,741008,626141.3,439135,535765.6,701150.8,455588.8,958648.8,770151.7,900689.2,541524.2,705159.9,534242.9,143382.7,204105.3,302624.8,75743.9,196131.3,447165.8,332368.5,196878.1,728847.8,376967.4,575887.1,420544.1,364469.4,539330.2,480174.8,664072.5,889854.8,1136507,0,2078.925,1231.516
"Alkyl_PC(20:0,12:0)[M]",1.90E+07,1.68E+07,1.51E+07,1.58E+07,1.53E+07,2.00E+07,1.97E+07,1.26E+07,2.11E+07,5949920,1.51E+07,2.09E+07,1.95E+07,1.70E+07,2.01E+07,2.12E+07,1.15E+07,2.16E+07,1.45E+07,1.24E+07,2.03E+07,1.70E+07,1.09E+07,1.52E+07,1.12E+07,1.10E+07,1.86E+07,1.72E+07,1.27E+07,2.10E+07,2.63E+07,2.03E+07,2.68E+07,3.69E+07,2.85E+07,4.24E+07,21268.18,0,0
"Alkyl_PC(16:1,22:1)[M+H]+",1281682,1489731,1325848,1029889,1337090,839808.3,1303414,1052938,1092326,421168.1,1225876,963324.4,1386469,1430760,1197837,1417983,965652.8,1465223,1257706,1205206,1167984,1602332,890014.7,1185150,1035489,917018.4,1250873,1272711,1133724,1389208,1627661,1419203,1380029,2465847,2423512,2811832,66428.59,0,2465.437
"Alkyl_PC(16:1,22:4)[M]",8.10E+07,6.35E+07,5.82E+07,8.56E+07,6.74E+07,1.01E+08,8.03E+07,4.98E+07,8.31E+07,7.54E+07,5.31E+07,8.85E+07,8.63E+07,7.05E+07,9.87E+07,8.41E+07,3.37E+07,8.59E+07,9692205,8083488,1.34E+07,1.15E+07,6510056,1.16E+07,7480540,6754950,1.36E+07,1.04E+07,7449530,1.15E+07,1.39E+07,9788177,1.44E+07,3.02E+07,2.70E+07,3.63E+07,50542.22,1668.485,4974.272
"Alkyl_PC(19:0,16:0)[M+H]+",1452822,1321544,970354.7,1286538,1314193,1507518,1501920,1214147,1540067,1379467,1221555,1529005,1445056,1391781,1520785,1709381,1214793,1799076,113449.8,97868.13,152407.1,119989.1,79026.65,124379,121303.4,122462.6,185202.6,98285.62,84977.45,110042.5,124593.7,123419.7,103366.9,210981.9,183947.2,172890,285922.3,8287.707,10102.04
"Alkyl_PC(18:1,16:0)[M]",2.94E+07,2.60E+07,1.91E+07,2.35E+07,2.43E+07,2.93E+07,2.49E+07,1.31E+07,2.64E+07,2.91E+07,2.22E+07,3.23E+07,2.90E+07,2.38E+07,2.98E+07,2.53E+07,1.59E+07,2.76E+07,4766648,3620991,6449112,4586312,2757750,4745030,2700217,2706466,5229976,4577298,3115367,5010916,4869972,3168881,5422944,5082536,4570318,5456712,59532.19,0,0
"Alkyl_PC(16:0,14:0)[M+H]+",2.20E+07,1.78E+07,1.55E+07,1.98E+07,1.75E+07,2.16E+07,2.14E+07,1.11E+07,2.09E+07,2.01E+07,1.53E+07,2.25E+07,2.33E+07,1.97E+07,2.16E+07,2.27E+07,1.27E+07,2.12E+07,1.95E+07,1.60E+07,2.36E+07,2.26E+07,1.51E+07,2.01E+07,1.78E+07,1.57E+07,2.52E+07,2.05E+07,1.11E+07,2.13E+07,2.58E+07,2.14E+07,2.66E+07,2.73E+07,2.27E+07,2.89E+07,5419.62,0,1002.291
"Alkyl_PC(14:2,18:3)[M+DMSO+H]+",1342209,1135807,1142752,947424.7,949660.8,1007826,639084.1,397784.5,618396.2,1037543,1006213,1316647,1158195,994207.8,1079575,678786.3,393117.2,670900.2,1226375,1032491,1471089,1212340,892698.3,1106458,519788.3,571302.7,617698.5,946467.7,669266.8,982681.3,1096106,833490.9,994546.1,1244944,1007618,1160027,7167.576,0,0
"Alkyl_PC(18:2,20:0)[M]",5557652,4959368,5089620,4628098,4572437,5559282,6303352,3887488,6405272,5625898,4189638,6006292,5831394,5104722,5974018,7094594,3627089,7596770,391109.9,332097.7,543609.1,428587.2,287113.5,391518.4,358542.5,299784.1,584339.9,485862.4,346480.2,447013.2,636440,507611.9,645899.6,689628.1,590662.8,832322.5,4038.262,0,1068.768
"Alkyl_PE(16:1,20:2)[M+H]+",1822579,1477131,1393748,1528294,1308975,1473824,1529084,1128694,1446165,429444.7,1259898,1906998,1733180,1465429,1622019,1708740,995429.2,1667833,7442116,5906254,8420244,7524926,4254150,6359678,3579975,3431054,5695264,7054214,4621644,6849012,7632716,6413180,7141756,3906237,1884261,3912223,4544.692,1334.151,1078.019
"Alkyl_PE(16:1,18:1)[2M+H]+",447557.1,417210.1,375935,338420,370230.8,363200.3,385154.6,155587.5,330019.6,4375.813,277370.4,383508.8,478468.7,372350.9,367018.1,397978.7,192551.8,343027.1,1698521,1320157,1944823,1519925,1055254,1274703,774458.8,777711.8,1290034,1417536,1013406,1451766,1499405,1101412,1041934,872423.2,844087.4,1112521,0,0,0
"Alkyl_PE(16:1,18:2)[M+H]+rt:23.53",941759.5,874681.7,652187.9,789225.7,743351.7,30585.7,830932.8,17505.21,872669.4,164803.6,933507.3,1026776,1062531,790529.7,919384.7,927573.2,383127.9,1046827,5613014,4790594,6762432,5255848,3678612,4548983,2871096,2683037,4506131,4497179,3428759,4745752,4153999,2665393,3955859,2195115,2265845,2271324,7869.548,11883.05,6867.734
"Alkyl_PE(16:1,22:6)[2M+H]+",4115102,3042338,2269834,3444925,2970185,4025908,3227271,2012550,3657592,197207.5,2154408,3685762,3900351,3116995,3507319,4308876,1752703,3729579,1458273,964704.9,1780397,1425151,813532.7,1368072,1141381,841501.1,2036847,1476634,605011.3,1383315,2045977,1171234,1565008,2185467,684317.5,2153691,0,0,1594.934
"Alkyl_PE(16:1,18:2)[M+H]+rt:22.78",3715623,3216707,2959391,3214625,2594187,3396273,3329465,1807287,3069911,720330.6,2960334,3753965,3178827,2846104,3203175,3193984,2184717,3290905,6204436,4365624,7210682,5247774,3766883,4912850,3362940,3404428,5591620,5109892,3184254,4565816,4264138,3690653,4069699,2519924,2175072,3158559,4983.454,7256.246,8050.848
"Alkyl_PE(18:1,20:3)[M+H]+",3567119,2909786,3039423,3257029,2877689,3297226,3407438,2159612,3390630,790033.9,2467226,3419192,3557520,3112852,3200873,3849758,2028175,3687047,4046082,3217324,4662332,4195584,2497022,3500742,2842071,2897328,4733472,4111073,2544034,4182848,5170728,4136996,5102702,5483032,4496852,4938932,8405.134,1141.802,1243.348
"Alkyl_PE(16:1,19:2)[M+H]+",215711.8,181694.1,158250.2,148683.2,169302.5,178857,161931.9,130011.7,220613.6,50902.31,164007,200188.9,167088.5,174035.3,185301.3,176050.4,104021.8,173273.9,1689379,1301677,1900842,1681844,1096900,1333459,802456.7,830671,1156283,1405070,954785.5,1690115,1227134,1059946,1224364,740993.2,805933.2,861898.3,4776.902,11177.06,6753.145
"Alkyl_PE(16:1,16:0)[M+H]+",852127.3,852558.5,544215.7,643356.7,660257.5,798296,1071231,618239.6,1068650,294529.5,673529.9,955036.2,775911.2,627139.2,731358.5,1090180,804572.5,1079209,1373056,1215144,1722740,1373886,891826.8,1185156,1374422,1356936,2059655,1761500,1352885,1921528,2762460,2318125,2514082,3357400,2499663,3530859,8295.896,0,0
"Alkyl_PE(16:1,22:1)[M+H]+",8370792,8146006,7823154,6104126,7265632,4335826,7656962,6142336,6406906,2228574,7419662,6277940,8494791,8182686,6491478,8917980,5730352,7976558,1.14E+07,1.10E+07,7643276,1.21E+07,7532390,9832804,8493737,7862854,1.05E+07,1.04E+07,8974816,1.21E+07,1.45E+07,1.49E+07,1.25E+07,1.56E+07,1.56E+07,1.78E+07,13377.24,0,0
"Alkyl_PE(22:2,18:1)[M+H]+",1345464,1327815,1362428,1089924,1241007,703815.9,1068839,976495.4,927781.2,374065.5,1214063,1092732,1456422,1315150,967818.3,1438226,924035.3,1211126,9592198,8970411,7747276,9616703,6644572,7593808,5434690,5537368,6812550,7994826,6787734,9265246,9423814,1.09E+07,7759658,9559132,8652589,1.04E+07,18238.33,0,0
"Alkyl_PE(16:1,20:5)[M+H]+",8.96E+07,7.63E+07,6.31E+07,8.02E+07,7.89E+07,9.19E+07,8.62E+07,4.54E+07,8.66E+07,2.08E+07,6.17E+07,8.54E+07,8.75E+07,6.67E+07,8.36E+07,8.68E+07,5.61E+07,9.04E+07,6.63E+07,5.14E+07,8.25E+07,6.95E+07,4.31E+07,7.00E+07,4.46E+07,4.52E+07,7.81E+07,7.37E+07,3.41E+07,7.74E+07,9.26E+07,6.27E+07,9.62E+07,7.42E+07,8.41E+07,8.53E+07,145621.5,670364.9,500247.9
"Alkyl_PE(18:1,18:1)[M+H]+",7714594,6657494,7361610,6140176,5987712,6235108,6856398,4848106,6658188,1948899,5796828,7771298,7439864,6310626,6685098,7526352,4555194,7367654,1.71E+07,1.42E+07,1.96E+07,1.69E+07,1.23E+07,1.48E+07,1.13E+07,1.12E+07,1.65E+07,1.59E+07,1.28E+07,1.74E+07,1.75E+07,1.48E+07,1.61E+07,1.27E+07,1.18E+07,1.38E+07,6079.061,1664.199,1408.056
"Alkyl_PE(16:1,20:4)[M+H]+",1.30E+08,8.92E+07,7.58E+07,1.19E+08,1.12E+08,1.31E+08,1.30E+08,6.62E+07,1.23E+08,3.18E+07,8.83E+07,1.27E+08,1.39E+08,1.10E+08,1.20E+08,1.40E+08,7.82E+07,1.29E+08,1.25E+08,9.43E+07,1.48E+08,1.31E+08,7.86E+07,1.22E+08,7.98E+07,8.41E+07,1.41E+08,1.35E+08,8.93E+07,1.42E+08,1.76E+08,1.26E+08,1.67E+08,1.51E+08,1.15E+08,1.37E+08,0,3334.805,6375.59
Alkyl_LPC(18:2)[M+H]+,44723.7,61861.59,77692.27,45632.99,59893.77,35334.66,29401.06,27530.69,20921.29,70905.91,44599.84,63526.86,59656.97,63766.29,60526.66,36655.97,30304.03,32609.14,36332.09,73010.74,45732.06,48635.06,60667.39,37455.3,24968.63,35546.21,37184.61,61913.02,116624.3,65526.51,104883.1,86470.07,94350.43,60999.34,163685.1,136359.5,1577.089,1308.824,1638.202
Alkyl_LPC(18:1)[M+H]+,1108597,1378778,1556906,529682.7,930490.8,893404.2,1303679,1766794,1738432,1078534,1294453,1228224,839303.2,1252692,1131142,1599016,2387075,2202322,343722.1,496620.9,519741.2,275383.2,472451,382423.1,469139,553428.1,667573.3,860358.3,1485906,1120590,1286541,2090519,2082318,2180302,2439825,2951462,0,0,0
Alkyl_LPC(14:1)[M+DMSO+H]+,77804.48,84055.66,73146.84,43283.44,82277.05,33625.68,30209.64,4551.131,14500.9,1175280,77983.04,48361.14,101163.8,65777.66,46703.02,7777.887,40047.54,19542.88,38780.2,42903.93,83646.24,3836.58,45185.64,103091.1,82643.45,53248.83,174327.9,185871.3,251732.6,231759.7,321111.3,463286.2,528568.2,611236.2,739832.8,747141.8,0,661.5096,0
