compound,t.stat_cjm_4hr,p.val_cjm_4hr,p.adj_cjm_4hr,t.stat_cjm_8hr,p.val_cjm_8hr,p.adj_cjm_8hr,t.stat_cjm_24hr,p.val_cjm_24hr,p.adj_cjm_24hr,t.stat_639_4hr,p.val_639_4hr,p.adj_639_4hr,t.stat_639_8hr,p.val_639_8hr,p.adj_639_8hr,t.stat_639_24hr,p.val_639_24hr,p.adj_639_24hr
"PE(20:4,24:0)[M-H]-",-0.34878897175967527,0.7455473199724485,0.998796701739146,-0.4704224922384498,0.6658567731666014,0.979260541873001,3.4921426684838273,0.055454882070871486,0.772217470408182,-0.456848245064432,0.6735106896442655,0.870280981794432,-0.9519820081324288,0.40754670325169995,0.60148272066113,-0.9183239444419963,0.43124035428008767,0.484437983285768
"PE(18:1,20:4)[2M-H]-",0.4657864446127087,0.6857363524104658,0.998796701739146,-0.007555841087950189,0.994654837421399,0.996984239850957,1.2551049601405304,0.3290968397660194,0.772217470408182,-2.7001028852769435,0.05930885971875683,0.261692700614721,-1.5270512062161328,0.21550009134246306,0.394162560233223,-0.5834020002352686,0.6177416106723497,0.663537180786208
"PE(18:1,22:6)[M+NaO2CH-H]-",-0.08658371994614084,0.9354027015040176,0.998796701739146,-0.9423079744800128,0.44518872402285503,0.979260541873001,34.22714727624227,9.414716262676347e-5,0.0402949856042548,-1.7390037665783646,0.1574629301343695,0.446318768857683,-0.9836361501860228,0.428225149172662,0.619190418398309,1.3013506691009373,0.30727459058159673,0.369132232315242
"PE(20:5,24:0)[M-H]-",-0.30129146861580697,0.7796159079194833,0.998796701739146,-1.0202942538801518,0.3701599780807731,0.979260541873001,6.376210184577268,0.007814634881208237,0.772217470408182,-0.907183983789393,0.4284097145091474,0.736504273735215,-0.8981643076605237,0.43338741427108585,0.622449037946392,-2.6433126401239475,0.08984262122375755,0.129470174692822
"PE(16:1,17:1)[M-H]-",0.12564596925751417,0.9075467785448038,0.998796701739146,0.04949896023404449,0.9633007357089013,0.996984239850957,1.3475939429265393,0.33010736012953856,0.772217470408182,0.4825578919011201,0.6582268272236298,0.870280981794432,2.419689973868009,0.1064296371006161,0.23953476513931,0.6287977304936633,0.5647580319127133,0.61978573758626
"PE(16:0,20:4)[M-H]-1",0.585937614784233,0.5932870074056964,0.998796701739146,-0.4104672083193737,0.7048550624415764,0.979260541873001,1.008616102351626,0.48891919036255904,0.773338401139305,-1.2790141431912798,0.28701160368342077,0.602161599884824,-0.5918380512413325,0.5860589427199911,0.746844661945877,-3.284068881045852,0.07639983355314714,0.115137777326574
"PE(18:0,18:1)[M+NaO2CH-H]-",-0.1736012975820366,0.8738339324726532,0.998796701739146,0.09851710906170018,0.926275636131789,0.996693937820061,1.2963174599106857,0.40098426432727563,0.772217470408182,-0.13759322441056682,0.8972486031619329,0.94556102538682,2.345191368711852,0.07929800363450737,0.199644385620995,3.5540523611503736,0.0365223744439988,0.06855954500891
"PE(18:1,24:0)[M-H]-",-0.12217602027873412,0.9092208671187292,0.998796701739146,-0.7103608353292282,0.5169630654008783,0.979260541873001,4.103287152007537,0.02713694321257501,0.772217470408182,0.2750908342802647,0.79703603904014,0.90968379922448,1.1499408554649297,0.3150249164814527,0.50879495944929,2.152680863903559,0.11966888272651365,0.16363668308929
"PE(16:0,22:6)[M+NaO2CH-H]-",0.7918909054927675,0.47561389966731904,0.998796701739146,1.8195793886409568,0.1672691184080912,0.979260541873001,1.1775980340606567,0.40290641166479513,0.772217470408182,1.0754083295756716,0.34286894962811737,0.655124600182296,3.750271181254522,0.030548983673182862,0.124936615537102,5.155986280298173,0.03171853943041956,0.0622730957624751
"PE(14:0,16:0)[M-H]-1",-0.3354794612695141,0.7572280913863483,0.998796701739146,-0.7351657785410407,0.5081771085269821,0.979260541873001,1.5496529877664273,0.28636816152365563,0.772217470408182,0.6334828602987272,0.5618431751479529,0.823523558093575,2.6120522717235746,0.06491379978844956,0.185220708729709,2.7912725802352014,0.05006032011200314,0.0820912529039745
