compound,logFC,AveExpr,t,P.Value,adj.P.Val,B
QI7812,10.646795276069266,16.551250824367877,220.95496576206375,5.342330861586581e-65,4.285083584078596e-61,124.99246770917057
QI6756,9.865339106656908,13.647969727090464,210.30993780100138,4.083914158074646e-64,1.6378537730958367e-60,124.00945288828493
QI1151,12.12400971423936,13.757831641824927,198.25910166837454,4.641046765876733e-63,1.2408612036365758e-59,122.76751769449962
QI188,10.541925915076469,16.671631382743694,189.27451911391174,3.1341246611277175e-62,6.284703476726356e-59,121.74010456139493
QI1316,9.543719482535042,13.189783850640632,137.38114833803442,1.6776995304279627e-56,2.691365586712538e-53,113.44791097957555
QI1131,11.723969242000482,13.439173765094695,134.71204639207326,3.760546125732815e-56,5.0272234124171515e-53,112.87636337021243
QI1133,10.923612471303684,13.04353305925253,130.4903590299565,1.3933535098184767e-55,1.5965840717505716e-52,111.93438776634576
QI6759,10.428772337156339,18.487228771823066,77.86459641152801,2.2441213217262326e-46,2.250012140195764e-43,94.59474756091808
QI6850,6.650646015783138,11.276180863235659,69.53187968851273,2.305176054101594e-44,2.0544241255498762e-41,90.40251271240646
QI6754,5.671732235547676,11.7169497105915,57.416498774259324,5.706141052952094e-41,4.5768957385728745e-38,83.11205371797608
QI1234,5.581970658135406,11.930344449289612,55.915907432492446,1.6774744286030484e-40,1.2231838538022774e-37,82.08803716381823
QI6785,5.9885804274939645,11.247255646659314,54.81035807494003,3.780825215650671e-40,2.5271665878945025e-37,81.3138072422406
QI6849,11.316908496120957,13.675780449367332,53.66332512797389,8.936398674515242e-40,5.513757982175904e-37,80.49202660242396
QI1241,8.090544873828861,12.493013693969855,47.51833758517302,1.243933855219688e-37,7.126852466226512e-35,75.735566356622
QI6681,6.160468987806022,17.39974416425916,47.007600162685584,1.926927770402056e-37,1.0303925097596594e-34,75.31075238701914
QI1238,6.4327400325226876,11.985253101538964,46.730623827499365,2.4477956753017292e-37,1.2271105694746982e-34,75.0783129097458
QI6814,8.543837408902128,12.04714092909305,40.95466898547866,5.038687673541765e-35,2.3773714017340293e-32,69.87039383884056
QI1240,6.275139983859599,11.999660818725436,38.52166055264249,5.9107496086706124e-34,2.6338957006192765e-31,67.44454856992499
QI6764,4.980844958292165,11.245628675319983,38.331270704442886,7.211143083745819e-34,3.0442409828802743e-31,67.24817482191706
QI1239,8.863051462025156,17.277670685121212,37.89726737667096,1.1386681135119007e-33,4.5666284692394775e-31,66.79681180304999
