compound,logFC,AveExpr,t,P.Value,adj.P.Val,B
QI7812,11.29508698915546,16.551250824367877,234.40908689002018,4.6792838956830836e-66,3.7532536127274013e-62,126.12454295289595
QI6756,9.962503012286568,13.647969727090464,212.38128423203167,2.7273820147468202e-64,1.0938165570142122e-60,124.22891836496737
QI188,11.285905841469036,16.671631382743694,202.63227214051668,1.8894849389944404e-63,5.051852898558135e-60,123.25457177102757
QI1151,11.069186558025134,13.757831641824927,181.00999874787664,1.9705568671101348e-61,3.951459157772598e-58,120.72558782148073
QI7036,5.207592258122167,10.556883925491949,178.3246961126006,3.646492865209157e-61,5.84970385436853e-58,120.37071390456245
QI923,5.821472676752368,10.597085820491172,153.57243202952077,1.7124403751710564e-58,2.289247374874507e-55,116.57333997245564
QI1316,9.702442406590748,13.189783850640632,139.6659532942413,8.511248383241285e-57,9.752674754568336e-54,113.93513873060786
QI918,4.198663901818616,10.419363004578491,135.73577218978747,2.7541837537425476e-56,2.761413486096122e-53,113.10928291497588
QI1131,9.499408352728146,13.439173765094695,109.15115114133545,2.1493430578533664e-52,1.9155422963379835e-49,106.35095081613701
QI1133,8.706718743679154,13.04353305925253,104.00797884584343,1.561263996500878e-51,1.2522898515933543e-48,104.7565421745842
QI6759,11.308455747413873,18.487228771823066,84.43259804155468,8.125643501698023e-48,5.92507150246544e-45,97.53113802583091
QI968,4.772228597711683,10.503842963289728,71.96523565377136,5.645626032357235e-45,3.773630533794781e-42,91.69077027941894
QI6754,6.010944281808852,11.7169497105915,60.850435220747485,5.3470919044414446e-42,3.2991557050403715e-39,85.34860222660826
QI1234,5.824657371682049,11.930344449289612,58.34695708159665,2.964293200238279e-41,1.6983282685079455e-38,83.73417045987638
QI6850,5.312505090507049,11.276180863235659,55.541741948244535,2.2046308732551313e-40,1.178889615625294e-37,81.82977380269416
QI7810,4.566191592513995,12.06875814548397,54.19707593353671,5.9754284042317975e-40,2.995556951896453e-37,80.87854088596332
QI1238,7.018968772272501,11.985253101538964,50.98928103665358,7.130392544067815e-39,3.3642869762334086e-36,78.50028795862943
QI1241,8.562685845271705,12.493013693969855,50.29137134478867,1.2475868139220843e-38,5.55938546359391e-36,77.96123804617153
QI6849,10.069823223524002,13.675780449367332,47.74980709708968,1.0216576418591518e-37,4.313008392290661e-35,75.92764739295312
QI6785,5.209779247035385,11.247255646659314,47.682396434123675,1.0818368337446359e-37,4.338706621732862e-35,75.87214027575203
QI6758,6.929121230947523,11.63683032626458,42.595136822345054,1.0350404523780335e-35,3.953361651678194e-33,71.42456763564721
QI6764,5.440654609514544,11.245628675319983,41.86984465346294,2.0686265618328321e-35,7.542024387482339e-33,70.74547087862256
QI6681,5.401295552889604,17.39974416425916,41.21470982376466,3.9050451719290285e-35,1.3618420575670756e-32,70.12151522417979
QI1240,6.5883392483473955,11.999660818725436,40.44431977346765,8.346766524002929e-35,2.7895589287094786e-32,69.37457735932924
QI1239,9.358473917179547,17.277670685121212,40.01563003402856,1.2814158692404045e-34,4.1112946748709136e-32,68.95258376904734
QI965,3.3769057536669607,15.675536467142098,39.9493851489524,1.3697083650497391e-34,4.2255503061784453e-32,68.8869607212145
QI6761,8.071425601038115,14.060502491018278,39.07745707030697,3.3252582005210918e-34,9.87848000977025e-32,68.012702402967
QI6814,7.966809051740988,12.04714092909305,38.188698118787556,8.374172638574735e-34,2.3989013833574266e-31,67.10088779706712
QI6753,7.252931398968382,11.932283871068174,37.72105028787844,1.3726634540332717e-33,3.7965977809658186e-31,66.61243455118594
QI6724,7.954616256680174,13.838118916043513,36.84650670153017,3.51366363801429e-33,9.394365346837541e-31,65.68236334075509
QI1236,6.1865398423022775,11.629007426590691,36.348036443920606,6.060784551575886e-33,1.5681791254254899e-30,65.14226642063866
QI7035,2.739025049496341,18.400822847407166,34.88552167295809,3.12787565267474e-32,7.840215815657528e-30,63.51384628532327
QI1242,5.990014358275904,11.24124790737578,34.84705972675011,3.2686510845444234e-32,7.944803136100249e-30,63.470110817188086
