compound,logFC,AveExpr,t,P.Value,adj.P.Val,B
QI1147,4.983362392186292,12.212411101539738,105.25294175790533,9.576422254937357e-52,3.840624145342627e-49,105.15259850114376
QI7766,5.069840227583125,12.0388761608973,100.8440564345595,5.552670460978067e-51,2.1208557032145277e-48,103.71942909693637
QI7653,5.459917519675388,12.209745985851255,98.81337302901848,1.2801944875335793e-50,4.6674727202303813e-48,103.02970292542427
QI1116,5.102805835294035,12.342386158632236,88.26385764610585,1.3168464316778483e-48,4.592358794994792e-46,99.11049345844921
QI7682,5.010148255715318,12.024137427747174,85.22859116357868,5.530679344637583e-48,1.8483991259724187e-45,97.86678456803382
QI239,5.045429554578359,12.14665658106953,79.61383168879823,9.032691367144974e-47,2.898048698234793e-44,95.40946297422256
QI1117,4.595075419821788,12.175642052160816,77.98072447332511,2.1112399627542625e-46,6.5131752850969e-44,94.65347896585706
QI7685,4.090631707169987,11.676029083421966,76.46155779423519,4.725407791454383e-46,1.4037961442687262e-43,93.9323809061891
QI454,4.9147485950440775,11.89379267960365,70.58944279020982,1.243414000141561e-44,3.561937033976951e-42,90.9707745456983
QI7652,4.790221856940175,11.920785930681854,68.17135394222065,5.170732514464713e-44,1.4301532930524643e-41,89.6637343277805
QI289,6.666061242051569,12.66315492400249,67.09116161883223,9.93218777212085e-44,2.6555359373393783e-41,89.06197866159218
QI6850,-6.346019626856577,11.276180863235659,-66.34703939261952,1.5665983292109924e-43,4.0534468382585064e-41,88.6407664206187
QI7800,5.199444954338821,11.696952290277139,65.53607127329053,2.589087059937757e-43,6.489708533675234e-41,88.17536227114951
QI7799,5.423692901454315,11.713600393284029,59.438117464463204,1.393050064628394e-41,3.3859559298134385e-39,84.44730471788513
QI1151,-3.4814207938456327,13.757831641824927,-56.93028753571384,8.067919871791515e-41,1.9033172144599925e-38,82.78555270066563
QI6906,4.361781185804535,11.58669149404858,56.082117385758394,1.4865671184876847e-40,3.4067871021113483e-38,82.20486470419965
QI214,3.808184162543002,11.555183078118812,54.28550034556815,5.592081442135407e-40,1.2459468124268916e-37,80.94189179999233
QI1093,4.532294502854114,11.657632683054645,53.78852086825038,8.128528637608397e-40,1.7621331946555934e-37,80.58434678594942
QI464,3.7245930472679554,11.411155864100442,50.558679661676976,1.0060769841085303e-38,2.1236167077722425e-36,78.16865375850287
QI1115,4.0000218788188615,11.931332009843603,50.13471059757626,1.4159781067869352e-38,2.9121949729584633e-36,77.83912297268304
QI203,4.548366798105871,11.481187851238149,49.98603864968316,1.5973219222390875e-38,3.2030297845699304e-36,77.72285280972629
QI1133,-4.1343479755298596,13.04353305925253,-49.387741747422055,2.603402694691828e-38,5.0931446375910126e-36,77.25114460771876
QI6785,-5.131673232562408,11.247255646659314,-46.967532757681084,1.994621266783206e-37,3.8092517097304985e-35,75.27830611401112
QI6776,4.045659875599412,11.940991283146985,46.789424482339335,2.3263020949878286e-37,4.3393649078831096e-35,75.12885427154794
QI193,7.672518686235492,12.47480666165245,45.42030407457565,7.736341480337965e-37,1.4102998866770638e-34,73.95946845843456
QI1131,-3.919508180651526,13.439173765094695,-45.03636583883979,1.0904369762758615e-36,1.9436433303797077e-34,73.62484471406074
QI7795,4.241098740529633,11.46607540051787,44.25926700171246,2.2033576770016775e-36,3.841985201571838e-34,72.93827597841491
QI7281,-3.105393060572979,19.094880428113793,-44.19408572016056,2.3385246948438762e-36,3.990916293051645e-34,72.88011385345608
QI473,3.852790804372564,11.389581345125904,44.106371754664075,2.5339339761086756e-36,4.234309254659935e-34,72.8017034471803
QI7764,10.475226525760089,14.289505131657267,42.4810935335605,1.1532320383631462e-35,1.8877702407573053e-33,71.31858643851652
QI7694,-2.735505123352544,11.633449655879296,-41.1903307541657,3.9992186545133377e-35,6.415546565570296e-33,70.09809926394036
QI276,-1.1878412543386432,19.118922131746327,-40.50750794244517,7.838550949288681e-35,1.2328042581224414e-32,69.43639032894345
QI7278,-3.0571278246238176,14.858898473533086,-39.91253028356098,1.4215014967467838e-34,2.192666058731914e-32,68.85040357799969
QI1316,-2.424974448192156,13.189783850640632,-34.90733094080194,3.050823299181887e-32,4.6171044684411166e-30,63.53862459546116
QI651,-4.514876923044984,12.869800977731353,-33.98263474773814,8.899270391189768e-32,1.3218712556987617e-29,62.47436112702066
QI7786,2.4888929700829703,10.969413551933561,33.63959979114756,1.3330320203613018e-31,1.944045424603273e-29,62.07227178536124
QI6764,-4.332512804037739,11.245628675319983,-33.34187723421488,1.8989025671830304e-31,2.719838837745551e-29,61.72001594522732
QI6985,2.400135739669423,11.195002135642772,33.114218549286505,2.4938290988754007e-31,3.509298807382384e-29,61.44857014746876
QI6754,-3.230478370419629,11.7169497105915,-32.70301729566033,4.098140554627876e-31,5.667445756667276e-29,60.95361993418214
QI7280,-3.712022015260935,16.69607714444513,-31.99153774299739,9.814006195135462e-31,1.3342058252742633e-28,60.08272387622732
QI6756,-1.4768422552742564,13.647969727090464,-31.483418815176588,1.8514290204526587e-30,2.475052028841796e-28,59.44916528128677
QI6758,-4.997118176616693,11.63683032626458,-30.718604186018666,4.900704800251177e-30,6.444025115215523e-28,58.47667021015846
